Manufacturer,Model Name,Category,Screen Size,RAM,Storage,Operating System,Weight,Price,Screen Name,Resolution Product
Dell,Inspiron 5570,Notebook,15.6,16,256,Windows,2.2,10841482,Full HD,2073600
Xiaomi,Mi Notebook,Notebook,15.6,16,256,No OS,1.95,12448355,IPS Panel Full HD,2073600
Asus,VivoBook E12,Netbook,11.6,2,32,Windows,1.1,2178540,Full HD,1049088
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,1,Windows,2.04,4636911,Touchscreen,1049088
Asus,ROG Zephyrus,Gaming,15.6,24,512,Windows,2.24,26391456,Full HD,2073600
HP,Probook 450,Notebook,15.6,8,256,Windows,2.04,7904988,Full HD,2073600
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,256,Windows,3.0,13373568,Full HD,2073600
Lenovo,Legion Y720-15IKB,Gaming,15.6,8,256,Windows,3.2,12439908,IPS Panel Full HD,2073600
HP,Spectre X360,Ultrabook,13.3,8,256,Windows,1.32,12439908,IPS Panel Full HD,2073600
Dell,Latitude 5480,Notebook,14.0,8,256,Windows,1.64,11379359,Full HD,2073600
HP,ProBook 440,Notebook,15.6,4,128,Windows,1.63,6126588,IPS Panel Full HD,1049088
Dell,Inspiron 5770,Notebook,17.3,8,128,Linux,2.8,7904988,IPS Panel Full HD,2073600
Lenovo,ThinkPad L470,Notebook,14.0,8,256,Windows,2.02,11915280,Full HD,2073600
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,4,1,Windows,2.2,7104708,Full HD,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,2,No OS,2.2,4081428,Full HD,1049088
Dell,Inspiron 3567,Notebook,15.6,4,500,Windows,2.3,5201820,Full HD,2073600
Dell,Latitude 5580,Notebook,15.6,8,256,Windows,1.9,12244284,Full HD,2073600
Dell,Alienware 17,Gaming,17.3,16,128,Windows,4.42,26789551,IPS Panel Full HD,2073600
Toshiba,Satellite Pro,Notebook,15.6,8,500,Windows,2.0,7647120,IPS Panel Full HD,2073600
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,8,256,Windows,2.0,11550708,IPS Panel 4K Ultra HD,8294400
Mediacom,SmartBook Edge,Notebook,13.3,4,32,Windows,1.2,3281148,IPS Panel Full HD,2073600
Asus,ROG Strix,Gaming,15.6,8,128,Windows,2.3,14662908,IPS Panel Full HD,2073600
Dell,Latitude 5580,Notebook,15.6,8,256,Windows,1.93,12173148,Full HD,2073600
Dell,Inspiron 5570,Notebook,15.6,8,256,Windows,2.2,7090570,Full HD,2073600
HP,250 G6,Notebook,15.6,4,256,Windows,1.86,3547819,Full HD,2073600
HP,Omen 15-ce006nv,Gaming,17.3,12,1,Windows,2.62,15996708,Full HD,2073600
Lenovo,Thinkpad E470,Notebook,14.0,8,256,Windows,1.87,7638228,IPS Panel Full HD,2073600
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.2,12439908,Quad HD+ / Touchscreen,5760000
Dell,Vostro 5468,Notebook,14.0,4,128,Windows,1.6,6543356,Full HD,2073600
HP,Envy 13-AB020nr,Ultrabook,13.3,8,256,Windows,1.34,10181340,IPS Panel Quad HD+,5760000
Acer,Aspire 7,Gaming,15.6,8,1,Linux,2.4,7095816,Full HD,2073600
Asus,VivoBook X540YA-XX519T,Notebook,15.6,4,500,Windows,2.0,3103308,IPS Panel Full HD,1049088
HP,ProBook 450,Notebook,15.6,4,128,Windows,2.1,6273306,Full HD,2073600
Lenovo,ThinkPad E470,Notebook,14.0,4,500,Windows,1.87,6980220,Full HD,2073600
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,1,No OS,2.15,4111216,Full HD,2073600
HP,250 G6,Notebook,15.6,4,500,Windows,1.86,3530124,Full HD,2073600
Lenovo,ThinkPad T570,Notebook,15.6,8,512,Windows,1.99,15374268,IPS Panel Full HD,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,128,Windows,2.2,4437108,Full HD,2073600
Dell,Latitude 5580,Notebook,15.6,8,256,Windows,1.9,9932275,Full HD,2073600
Dell,Alienware 17,Gaming,17.3,16,256,Windows,4.42,23999508,IPS Panel Full HD,2073600
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,1,Windows,2.65,4838582,Full HD,1440000
HP,ProBook 470,Notebook,17.3,8,1,Windows,2.63,11381760,Full HD,2073600
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,4,500,Linux,2.0,1991808,IPS Panel Full HD,1049088
Mediacom,SmartBook 130,Notebook,13.3,4,32,Windows,1.35,2267460,IPS Panel Full HD,2073600
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,128,Windows,2.8,8438508,Full HD,1440000
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6,128,Windows,1.91,5058659,IPS Panel Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,1,Windows,2.18,5494367,IPS Panel Full HD,1049088
Acer,Spin SP111-31,2 in 1 Convertible,11.6,4,32,Windows,1.25,3103308,IPS Panel Full HD / Touchscreen,2073600
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,128,Windows,2.05,5601960,Full HD,2073600
HP,EliteBook 1030,Ultrabook,13.3,16,512,Windows,1.16,17472780,IPS Panel Quad HD+ / Touchscreen,5760000
Lenovo,Thinkpad P71,Notebook,17.3,8,256,Windows,3.4,26667108,IPS Panel Full HD,2073600
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,8,128,Windows,2.5,7460388,Full HD,2073600
Dell,XPS 13,Ultrabook,13.3,8,128,Windows,1.21,14218308,IPS Panel 4K Ultra HD / Touchscreen,8294400
Dell,Latitude 5580,Notebook,15.6,4,500,Windows,1.93,8527428,IPS Panel 4K Ultra HD / Touchscreen,1049088
Fujitsu,Lifebook A557,Notebook,15.6,8,1,Windows,2.2,6571188,Full HD,1049088
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,500,Windows,2.2,3058848,Full HD,2073600
Lenovo,ThinkPad L470,Notebook,14.0,4,500,Windows,2.02,8803080,Full HD,1049088
HP,ZBook 17,Workstation,17.3,8,500,Windows,3.14,16547923,IPS Panel Quad HD+ / Touchscreen,1440000
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,8,2,Windows,1.94,3458988,IPS Panel Quad HD+ / Touchscreen,1049088
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,6,256,Windows,1.95,5770908,IPS Panel Full HD,2073600
Lenovo,Thinkpad E570,Notebook,15.6,8,256,Windows,2.3,7380360,Full HD,2073600
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,4,500,Windows,2.05,6091020,Full HD,2073600
Mediacom,SmartBook 141,Notebook,14.0,4,32,Windows,1.4,2214108,Full HD,2073600
Toshiba,Tecra X40-D-10H,Ultrabook,14.0,16,512,Windows,1.24,16583580,Full HD / Touchscreen,2073600
Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,32,256,Windows,4.6,23679396,IPS Panel Full HD,2073600
MSI,GT73VR Titan,Gaming,17.3,16,512,Windows,4.14,24266268,Full HD,2073600
Dell,Inspiron 3567,Notebook,15.6,8,256,Linux,2.2,6660197,Full HD,2073600
Mediacom,SmartBook Edge,Notebook,14.0,4,32,Windows,1.45,3458988,IPS Panel Full HD,2073600
Dell,Latitude 5580,Notebook,15.6,8,500,Windows,1.9,8967760,Full HD,1049088
HP,ProBook 430,Notebook,13.3,4,128,Windows,1.49,6393348,Full HD,2073600
Dell,Latitude 5580,Notebook,15.6,16,256,Windows,1.93,13670472,Full HD,2073600
Dell,Chromebook 11,Netbook,11.6,4,16,Chrome OS,1.26,2623140,Full HD,1049088
MSI,GT80S 6QE,Gaming,17.3,16,128,Windows,4.5,20887308,Full HD,2073600
HP,Omen 17-AN010nv,Gaming,17.3,16,256,Windows,3.78,13320216,IPS Panel Full HD,2073600
Lenovo,Thinkpad T460s,Ultrabook,14.0,12,256,Windows,1.4,14876316,IPS Panel Full HD,2073600
Lenovo,Ideapad 320-15IKBR,Notebook,15.6,12,1,Windows,2.2,5415228,Touchscreen,1049088
Asus,ROG Strix,Gaming,17.3,8,128,Windows,2.73,15738840,IPS Panel Full HD,2073600
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,8,1,Windows,2.2,6571188,Touchscreen,1049088
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,512,Windows,2.2,8438508,Full HD,2073600
Dell,Inspiron 3179,2 in 1 Convertible,11.6,4,128,Windows,1.39,5361876,Touchscreen,1049088
Samsung,Notebook Odyssey,Notebook,15.6,16,128,Windows,2.5,15107508,Full HD,2073600
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,4,500,No OS,2.8,4703868,Full HD,2073600
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,8,1,Windows,2.29,4081428,Full HD,1049088
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,512,Windows,1.37,18006300,IPS Panel Full HD / Touchscreen,2073600
Lenovo,Thinkpad T470p,Notebook,14.0,8,256,Windows,1.7,13106808,IPS Panel Full HD,2073600
Dell,Latitude 5289,2 in 1 Convertible,12.5,8,256,Windows,1.34,14849640,Full HD / Touchscreen,2073600
Dell,Precision 3520,Workstation,15.6,8,256,Windows,2.06,15676596,Full HD / Touchscreen,2073600
HP,EliteBook 850,Notebook,15.6,8,256,Windows,1.84,10839348,Full HD,2073600
HP,ProBook 450,Notebook,15.6,4,500,Windows,2.1,5944124,Full HD,1049088
Acer,Aspire 1,Notebook,14.0,4,32,Windows,1.6,2925468,Full HD,2073600
MSI,Laptop MSI,Gaming,17.3,16,128,Windows,4.14,19553508,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,1,Linux,2.18,4134780,Full HD / Touchscreen,1049088
MSI,GS63VR 7RF,Gaming,15.6,16,256,Windows,1.8,20442708,4K Ultra HD,8294400
Toshiba,Tecra Z50-C-144,Notebook,15.6,8,256,Windows,2.2,12439908,IPS Panel Full HD,2073600
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,1,Windows,2.4,5015088,Full HD,2073600
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8,256,Windows,2.0,11550708,IPS Panel Full HD / Touchscreen,2073600
Acer,Swift SF114-31-P5HY,Notebook,14.0,4,128,Windows,1.6,3103308,Full HD,1049088
Lenovo,Thinkpad P51,Notebook,15.6,32,1,Windows,2.5,43561908,IPS Panel 4K Ultra HD,8294400
Dell,Inspiron 7559,Gaming,15.6,16,1,Windows,2.59,7816157,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,1,Linux,2.18,3947159,Full HD,1049088
Dell,Inspiron 3567,Notebook,15.6,4,1,Linux,2.25,3192228,Full HD,1049088
Dell,Latitude 5580,Notebook,15.6,4,500,Linux,1.93,7727148,Full HD,1049088
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,8,128,Windows,3.0,10385856,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,4,128,Linux,2.18,5059548,Full HD,2073600
HP,EliteBook 850,Ultrabook,15.6,8,512,Windows,1.84,12350988,Full HD,2073600
MSI,GT62VR 7RE,Gaming,15.6,16,256,Windows,2.94,20165811,Full HD,2073600
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,4,32,Chrome OS,1.25,3370068,IPS Panel Touchscreen,1049088
HP,ProBook 650,Notebook,14.0,8,256,Windows,2.31,9994608,Full HD,1049088
Lenovo,ThinkPad T470,Notebook,14.0,8,256,Windows,1.65,13026780,Full HD,2073600
Dell,Inspiron 5570,Notebook,15.6,4,1,Windows,2.2,6900192,Full HD,2073600
Fujitsu,LifeBook A557,Notebook,15.6,8,256,Windows,2.2,7104708,Full HD,1049088
HP,EliteBook 850,Notebook,15.6,4,500,Windows,1.88,8287344,Full HD,1049088
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,1,Windows,2.2,7993908,Full HD,2073600
Mediacom,SmartBook 140,Notebook,14.0,2,32,Windows,1.4,2125188,Full HD,2073600
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,128,No OS,2.2,4161456,Full HD,2073600
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6,1,Windows,1.5,5682077,Full HD / Touchscreen,2073600
Dell,XPS 15,Notebook,15.6,8,256,Windows,2.0,16183440,Full HD,2073600
Asus,ZenBook 3,Ultrabook,14.0,16,512,Windows,1.1,16894800,Full HD,2073600
Dell,Inspiron 7567,Gaming,15.6,16,256,Windows,2.62,13151268,Full HD,2073600
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,4,256,Windows,1.8,7371468,Full HD,2073600
Lenovo,Ideapad 320-15ISK,Notebook,15.6,4,1,Windows,2.2,5148468,Full HD,2073600
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,8,1,Windows,2.0,3547908,Full HD,1049088
Asus,VivoBook Pro,Notebook,15.6,8,1,Windows,1.99,8061665,Full HD,2073600
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.23,16619148,Quad HD+ / Touchscreen,5760000
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,2,32,Windows,1.42,2214108,Full HD,1049088
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,8,256,Windows,1.37,15626979,IPS Panel Full HD / Touchscreen,2073600
Dell,XPS 15,Notebook,15.6,16,1,Windows,2.06,21331908,4K Ultra HD / Touchscreen,8294400
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,128,Windows,2.5,9861228,IPS Panel Full HD,2073600
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,8,1,Windows,2.6,4631843,Full HD,1440000
Lenovo,ThinkPad X1,Ultrabook,14.0,16,512,Windows,1.14,21785400,IPS Panel Full HD,2073600
Asus,ROG GL553VE-FY022,Gaming,15.6,8,1,No OS,2.5,10394748,IPS Panel Full HD,2073600
Acer,Extensa EX2540,Notebook,15.6,4,500,Windows,2.4,4001400,IPS Panel Touchscreen,1049088
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,4,32,Windows,1.43,2436408,IPS Panel Full HD,1049088
Acer,Swift 3,Ultrabook,14.0,8,256,Windows,1.8,8171748,IPS Panel Full HD,2073600
Razer,Blade Pro,Gaming,14.0,16,256,Windows,1.95,23110308,Full HD,2073600
Toshiba,Portege Z30-C-16J,Notebook,13.3,8,256,Windows,1.2,10785996,Full HD,2073600
Lenovo,Thinkpad X270,Ultrabook,12.5,8,256,Windows,1.36,14084928,IPS Panel Full HD,2073600
Asus,ROG G701VI,Gaming,17.3,32,512,Windows,3.8,24888708,IPS Panel Full HD,2073600
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,8,1,Linux,2.4,6304428,Full HD,2073600
Dell,XPS 13,Ultrabook,13.3,8,256,Windows,1.2,12892511,Full HD,2073600
MSI,GL62M 7REX,Gaming,15.6,8,128,Windows,2.2,10597486,Full HD,2073600
HP,250 G6,Notebook,15.6,4,500,No OS,1.86,3244691,Full HD,1049088
Toshiba,Tecra A50-D-11M,Notebook,15.6,8,500,Windows,2.0,9461088,IPS Panel Full HD,2073600
Dell,Inspiron 5570,Notebook,15.6,8,256,Windows,2.2,8171748,Full HD,2073600
Dell,Inspiron 5570,Notebook,15.6,16,256,Windows,2.2,10092420,Full HD,2073600
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8,128,Windows,3.31,10634832,IPS Panel Full HD,2073600
Dell,Alienware 17,Gaming,17.3,32,512,Windows,4.42,27986414,IPS Panel 4K Ultra HD,8294400
Dell,Latitude E7470,Notebook,14.0,8,256,Windows,1.56,10928268,Full HD,2073600
Lenovo,Ideapad 320-15IAP,Notebook,15.6,4,500,Windows,2.2,3725748,IPS Panel Full HD,1049088
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,500,Windows,2.2,4757220,Full HD,2073600
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,6,1,Windows,2.04,4792788,Full HD,2073600
MSI,GP72VR Leopard,Gaming,17.3,8,128,Windows,2.7,13220359,Full HD,2073600
Toshiba,Satellite Pro,Notebook,15.6,4,128,Windows,2.1,4428216,IPS Panel Full HD,1049088
Dell,Latitude 3580,Notebook,15.6,8,1,Windows,2.06,8491860,Full HD,2073600
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8,1,Windows,2.1,6624540,Full HD,2073600
Toshiba,Tecra Z50-D-10E,Notebook,15.6,8,256,Windows,2.0,11186136,IPS Panel Full HD,2073600
Acer,Aspire 3,Notebook,15.6,4,128,Linux,2.1,3663504,Full HD,1049088
Microsoft,Surface Laptop,Ultrabook,13.5,8,256,Windows,1.252,16608922,Touchscreen,3393024
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8,128,Windows,1.9,7273211,Full HD,2073600
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8,256,Windows,1.3,9194328,IPS Panel Full HD / Touchscreen,2073600
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,128,Windows,2.2,3103308,IPS Panel Full HD / Touchscreen,1049088
HP,Pavilion X360,2 in 1 Convertible,14.0,4,128,Windows,1.63,6215508,IPS Panel Full HD / Touchscreen,2073600
MSI,GP62 7RDX,Gaming,15.6,16,256,Windows,2.4,11506248,Full HD,2073600
Asus,Zenbook 3,Ultrabook,14.0,8,256,Windows,1.1,10092420,Full HD,2073600
HP,Chromebook X360,2 in 1 Convertible,11.6,8,64,Chrome OS,1.4,4401540,Touchscreen,1049088
LG,Gram 15Z975,Ultrabook,15.6,8,512,Windows,1.09,20442708,IPS Panel Full HD,2073600
Acer,Aspire VX5-591G,Gaming,15.6,16,256,Windows,2.5,11550708,Full HD,2073600
MSI,GV62M 7RD,Gaming,15.6,8,256,Windows,2.2,8873327,Full HD,2073600
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,128,Windows,1.86,3725748,Full HD,1049088
Dell,Alienware 15,Gaming,15.6,16,128,Windows,3.21,18237492,Full HD,2073600
HP,17-bs000nv I3,Notebook,17.3,4,256,Windows,2.5,6215508,IPS Panel Full HD,2073600
Lenovo,Yoga 730,2 in 1 Convertible,13.3,8,512,Windows,1.19,13329108,IPS Panel Full HD / Touchscreen,2073600
Dell,Alienware 15,Gaming,15.6,16,256,Windows,3.49,25019865,Full HD,2073600
HP,250 G6,Notebook,15.6,4,500,Windows,1.86,5447328,IPS Panel Full HD,1049088
Dell,Inspiron 3567,Notebook,15.6,4,1,Windows,2.2,4852098,Full HD,1049088
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6,2,Windows,2.65,5059548,IPS Panel Full HD,2073600
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,500,Windows,2.1,2827656,IPS Panel Full HD / Touchscreen,1049088
Acer,Chromebook 14,Notebook,14.0,4,32,Chrome OS,1.45,3334500,Full HD,1049088
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,4,256,Windows,1.7,6215508,Full HD,2073600
HP,ZBook 17,Workstation,17.3,8,500,Windows,3.14,16965847,Full HD,2073600
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,256,Windows,1.42,23030280,Touchscreen,3686400
Toshiba,Satellite Pro,Notebook,13.3,8,256,Windows,1.5,8651916,IPS Panel Full HD,2073600
Acer,TravelMate B117-M,Netbook,11.6,4,32,Windows,1.4,2391948,Full HD,1049088
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,16,512,Windows,1.38,15552108,Full HD / Touchscreen,2073600
Asus,Chromebook Flip,2 in 1 Convertible,12.5,4,64,Chrome OS,1.2,5948748,Full HD / Touchscreen,2073600
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16,512,Windows,1.36,16690284,Full HD / Touchscreen,2073600
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,500,Windows,2.1,6126588,IPS Panel Full HD,2073600
Dell,Inspiron 5577,Gaming,15.6,8,1,Windows,2.56,7282548,Full HD,2073600
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,256,Windows,2.2,3547908,Full HD,2073600
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8,1,Windows,2.2,3814668,Full HD,1049088
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,1,Windows,2.1,5525933,Full HD,2073600
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,500,No OS,1.9,4001400,Full HD,1049088
Dell,Vostro 5568,Notebook,15.6,8,256,Windows,2.18,7069140,Full HD,2073600
Acer,Spin 5,2 in 1 Convertible,13.3,8,256,Windows,1.6,8883108,IPS Panel Full HD / Touchscreen,2073600
Lenovo,ThinkPad P51s,Workstation,15.6,16,512,Windows,2.18,16494660,Full HD,2073600
Lenovo,Thinkpad T460p,Notebook,14.0,8,256,Windows,1.8,10590372,Full HD,2073600
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6,2,Windows,2.71,5824349,IPS Panel Full HD,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,128,Windows,2.5,11106108,IPS Panel Full HD,2073600
Dell,Latitude 5480,Notebook,14.0,8,256,Linux,1.64,9683388,Full HD,2073600
Dell,Vostro 5568,Notebook,15.6,8,1,Linux,1.98,6455592,Full HD,2073600
Asus,VivoBook E403NA,Notebook,14.0,4,32,Windows,1.5,2649816,Full HD,2073600
Dell,Latitude 5580,Notebook,15.6,16,512,Windows,1.93,12685861,Full HD,2073600
Lenovo,Thinkpad E470,Notebook,14.0,8,256,Windows,1.87,7621066,IPS Panel Full HD,2073600
Dell,Latitude 5580,Notebook,15.6,8,256,Windows,1.9,10483668,Full HD,2073600
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,500,Windows,2.19,2649816,IPS Panel Full HD,1049088
Mediacom,Smartbook 142,Notebook,14.0,4,32,Windows,1.4,2356380,IPS Panel Full HD,2304000
HP,ProBook 470,Notebook,17.3,8,256,Windows,2.63,10670400,Full HD,2073600
Lenovo,ThinkPad X1,Ultrabook,14.0,8,512,Windows,1.17,14997603,IPS Panel Quad HD+,3686400
HP,Pavilion X360,2 in 1 Convertible,13.3,8,256,Windows,1.58,7439047,IPS Panel Touchscreen,1049088
Lenovo,ThinkPad T470s,Ultrabook,14.0,8,256,Windows,1.32,13329108,IPS Panel Full HD,2073600
Dell,Alienware 17,Gaming,17.3,32,1,Windows,4.36,32539385,4K Ultra HD,8294400
MSI,GL72M 7REX,Gaming,17.3,8,128,Windows,2.7,11990684,Full HD,2073600
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4,1,No OS,1.9,4356191,IPS Panel Full HD,1049088
Dell,Inspiron 5570,Notebook,15.6,8,128,Windows,2.2,6393348,Full HD,2073600
Dell,Inspiron 5378,2 in 1 Convertible,13.3,4,1,Windows,1.71,5770908,Full HD / Touchscreen,2073600
Dell,Inspiron 5567,Notebook,15.6,8,1,Linux,2.32,5242012,Full HD / Touchscreen,1049088
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,1,Windows,2.1,4348188,Full HD,2073600
Acer,Predator 17,Gaming,17.3,16,128,Windows,4.2,17206020,IPS Panel Full HD,2073600
Dell,Inspiron 3567,Notebook,15.6,12,1,Windows,2.25,5770908,Full HD / Touchscreen,1049088
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,128,Windows,2.1,5779800,Full HD,2073600
Acer,Extensa EX2540-58KR,Notebook,15.6,4,500,Windows,2.4,4970628,IPS Panel Full HD,1049088
Lenovo,ThinkPad 13,Notebook,13.3,8,256,Windows,1.44,8536320,IPS Panel Full HD,2073600
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4,1,Windows,1.85,6926868,Full HD,2073600
HP,ZBook 15,Workstation,15.6,16,256,Windows,2.6,21509748,Full HD,2073600
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,1,Windows,1.55,5859828,Full HD / Touchscreen,2073600
MSI,GS63VR 7RF,Gaming,15.6,16,256,Windows,1.8,18624116,Full HD,2073600
Acer,Aspire ES1-572,Notebook,15.6,4,500,Windows,2.4,3652834,IPS Panel Full HD,1049088
Dell,Inspiron 7560,Notebook,15.6,8,128,Windows,2.0,10732644,Full HD,2073600
Dell,Vostro 3568,Notebook,15.6,8,256,Windows,2.0,5913180,Full HD,1049088
Toshiba,Tecra X40-D-10G,Notebook,14.0,8,256,Windows,1.25,13649220,IPS Panel Full HD / Touchscreen,2073600
Lenovo,Flex 5,2 in 1 Convertible,14.0,8,256,Windows,1.7,8883108,Full HD / Touchscreen,2073600
Lenovo,Thinkpad P51s,Workstation,15.6,16,1,Windows,2.5,29334708,IPS Panel 4K Ultra HD,8294400
Acer,Chromebook 14,Notebook,14.0,2,32,Chrome OS,1.68,2934360,IPS Panel Full HD,1049088
Samsung,Notebook 9,Ultrabook,13.3,16,256,Windows,0.81,14662908,Full HD,2073600
HP,250 G6,Notebook,15.6,8,256,Windows,1.86,4792788,Full HD,2073600
Dell,Latitude 5480,Notebook,14.0,8,256,Windows,1.6,10018705,Full HD,1049088
HP,Zbook 17,Workstation,17.3,16,256,Windows,3.0,39026988,IPS Panel Full HD,2073600
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,128,Windows,1.4,4223700,Touchscreen,1049088
HP,EliteBook 850,Notebook,15.6,8,256,Windows,1.84,16894800,Full HD,2073600
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,1,No OS,2.45,5148468,Full HD,1049088
Lenovo,Thinkpad T460,Ultrabook,14.0,4,1,Windows,1.7,9745632,Full HD,2073600
Asus,Pro P2540UA-XO0192R,Notebook,15.6,4,256,Windows,2.37,7557311,Full HD,1049088
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8,256,Windows,1.3,10661508,IPS Panel Quad HD+ / Touchscreen,5760000
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,128,Windows,2.2,9772308,IPS Panel Full HD,2073600
HP,ZBook 15,Workstation,15.6,8,256,Windows,2.59,13880412,Full HD,2073600
Dell,Alienware 17,Gaming,15.6,16,256,Windows,4.42,25511059,IPS Panel 4K Ultra HD,8294400
Acer,Aspire 3,Notebook,15.6,4,256,Windows,2.1,5326308,IPS Panel Full HD,1049088
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,128,Windows,2.5,9318816,IPS Panel Full HD,2073600
Dell,Latitude 7280,Ultrabook,12.5,16,256,Windows,1.18,16530228,Full HD,2073600
Google,Pixelbook (Core,Ultrabook,12.3,8,256,Chrome OS,1.1,13862628,Touchscreen,3840000
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,256,Windows,1.2,10039068,IPS Panel Quad HD+,5760000
Dell,Latitude 3380,Notebook,13.3,4,500,Windows,1.65,7549308,Full HD,1049088
Acer,TravelMate P238-M,Notebook,13.3,4,128,Windows,1.6,5824260,IPS Panel Full HD,1049088
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,1,Windows,2.8,4182263,IPS Panel Quad HD+,1049088
